title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Government Spending in Alternative Energy Technologies,<div>The Kenyan government is allocating spending to develop alternative energy technologies as part of its 2024/2025 budget.</div>,In force,2024,National,International Energy Agency,2024-04-30,,http://www.parliament.go.ke/sites/default/files/2024-05/Budget%20Summary%20for%20FY%2024.25%20.pdf,,1750778187430,"[{""iso3"":""KEN"",""name"":""Kenya""}]",[],"[""Wind offshore"",""Wind onshore"",""Wind"",""Solar PV"",""Geothermal electricity"",""Hydropower (excl. pumped hydro)"",""Reservoir hydro"",""Hydropower run of river"",""Other wind (incl. airborne)""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Kuruma Hydroelectricity Power Project,"<div>As part of its 2024/2025 budget, the Government of Uganda is dedicating specific spending for the construction of the Karuma hydroelectric power plant, to be completed in September 2024. The project benefits from co-funding from foreign investors.</div>",Announced,2013,National,International Energy Agency,2013-12-01,,https://infrastructure.go.ug/the-karuma-dam-power-project-will-be-completed-in-september-2024/,,1718986190243,"[{""iso3"":""UGA"",""name"":""Uganda""}]",[],"[""Hydropower (excl. pumped hydro)""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Future Energy Fund,<div>The government of Singapore is establishing a new Future Energy Fund in order to finance low carbon power and fuel infrastructure construction.</div>,In force,2024,National,International Energy Agency,,,https://www.ema.gov.sg/news-events/news/media-releases/2024/establishment-of-future-energy-fund-to-support-singapore-infrastructure-investments,,1718374002206,"[{""iso3"":""SGP"",""name"":""Singapore""}]",[],"[""Direct reduced iron (incl. hydrogen-based)"",""Hydrogen and CO/CO2-based chemicals"",""Hydrogen and other alternative fuels"",""Hydrogen electrolysis technologies"",""Other transmission and distribution technologies"",""Power transformation and distribution technologies"",""Transformers and substations""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null},{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Deployment of renewable energies ,"<div>As part of the Rural electrification and renewable energies program, the Senegalese government earmarked financial support to increase access to electricity in rural areas, with a view to reach universal access by 2025, with increased use of renewable energies, in particular solar. </div>",In force,2020,National,International Energy Agency,2020-01-01,,,,1750778188623,"[{""iso3"":""SEN"",""name"":""Senegal""}]",[],"[""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Government spending for low-carbon power,"<div>As part of its Sustainable Energy Plan, the Israeli government earmarked funding for low-carbon power for 67 million shekel in 2024. </div>",Announced,2024,National,International Energy Agency,,,https://www.gov.il/BlobFolder/news/press_23032023/ar/PressReleases_files_%D7%94%D7%A6%D7%A2%D7%AA%20%D7%97%D7%95%D7%A7%20%D7%9C%D7%A9%D7%A0%D7%AA%20%D7%94%D7%AA%D7%A7%D7%A6%D7%99%D7%91%202024.pdf,,1750778188762,"[{""iso3"":""ISR"",""name"":""Israel""}]",[],"[""Wind offshore"",""Wind onshore"",""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Government financial support for domestic clean technology producers,"<div>The Slovak Republic set up an investment support scheme for domestic companies involved in the production of batteries, solar panels, wind turbines, heat pumps, electrolysers, carbon capture usage and storage, and critical mineral production. </div>",In force,2023,National,International Energy Agency,2023-12-14,2025,https://www.economy.gov.sk/uploads/files/7q8F1Mn0.pdf,,1719496780524,"[{""iso3"":""SVK"",""name"":""Slovak Republic""}]",[],"[""Gas-fired heat pumps"",""Other heat pumps"",""Electric ground-source heat pumps"",""Wind offshore"",""Wind onshore"",""Wind"",""Solar PV"",""Electric air-source heat pumps"",""Battery technologies"",""Heat pumps"",""Hydrogen electrolysis technologies"",""Lithium-ion batteries""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Government financial support for domestic clean technology production,"<div>On 19 July 2023, the European Commission authorized the German government to set up a EUR 3 billion State aid Scheme to support investments in the production of batteries, solar panels, wind turbines, heat pumps, electrolysers, carbon capture usage and storage, and critical mineral production. <br>The German government has to date not granted the funds, or designed an allocation scheme.</div>",Announced,2023,National,International Energy Agency,2023-07-19,2025,https://ec.europa.eu/commission/presscorner/detail/en/ip_23_3779,,1719569026775,"[{""iso3"":""DEU"",""name"":""Germany""}]",[],"[""Wind"",""Solar PV"",""Battery technologies"",""Solar"",""Hydrogen electrolysis technologies"",""Lithium-ion batteries"",""Gas-fired heat pumps"",""Other heat pumps"",""Electric ground-source heat pumps"",""Wind offshore"",""Wind onshore"",""Electric air-source heat pumps"",""Heat pumps""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Investment Tax Credit for Clean Electricity,"<div>The Canadian government implemented a 15% investment tax credit for non-emitting electricity generating systems, abated natural gas‑fired electricity generation, electricity storage systems and transmission equipment, from 2024 to 2034.</div>",Announced,2024,National,International Energy Agency,,,https://www.canada.ca/en/natural-resources-canada/news/2024/06/government-of-canada-launches-the-first-clean-economy-investment-tax-credits.html,,1721722008769,"[{""iso3"":""CAN"",""name"":""Canada""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Government support for solar PV projects,<div>The Israeli government is granting financial support to solar PV projects.</div>,In force,2022,National,International Energy Agency,2022-02-20,,https://www.gov.il/he/pages/rd_200222,,1720126178012,"[{""iso3"":""ISR"",""name"":""Israel""}]",[],"[""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Government support for domestic clean energy technology manufacturers,"<div>In June 2024, the Italian government set up a grant scheme to support domestic manufacturers of batteries, solar energy equipment, wind energy equipment, heat pumps, electrolysers,  CCUS equipment and related critical minerals sourcing.</div>",In force,2024,National,International Energy Agency,2024-06-14,,https://www.mimit.gov.it/images/stories/normativa/DD_M1C2_Inv71_net_zero_14062024.pdf,,1719848480694,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Contract for Difference Scheme- Onshore Wind and Solar Photovoltaic ,"<div>The Romanian government is launching in September 2024 a tender process to allocate contracts for difference for the construction and operation of solar photovoltaic and onshore wind installations. The contracts for difference are designed to run over over the next 15 years. <br><br>The European Commission approved a EUR 3 billion State aid for this scheme, under the State aid Temporary Crisis and Transition Framework</div>",In force,2024,National,International Energy Agency,2024-03-08,,https://energie.gov.md/ro/content/calendarul-indicativ-cu-privire-la-pasii-urmatori-pentru-organizarea-primelor-licitatii,,1719848480852,"[{""iso3"":""ROU"",""name"":""Romania""}]",[],"[""Wind onshore"",""Wind"",""Solar PV"",""PV installation types""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
